Year,Site,Transect,Plot,Plant_ID,PlotSlope,Prev_year_precip,Change_TotalCulms,Change_ReproductiveCulms,Change_BGDensity,Change_BGCover,Change_ShrubCover,Change_HerbCover,Init_BGDensity,Init_BGCover,Init_ShrubCover,Init_HerbCover
2022,LomaVerde,71,416,685,11.8,338.68,9,20,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,685,11.8,272.86,53,-5,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,686,11.8,338.68,38,28,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,686,11.8,272.86,49,-10,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,687,11.8,338.68,7,7,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,687,11.8,272.86,87,23,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,688,11.8,338.68,24,36,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,688,11.8,272.86,85,-27,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,689,11.8,338.68,1,7,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,689,11.8,272.86,53,0,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,690,11.8,338.68,63,77,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,690,11.8,272.86,91,-52,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,691,11.8,338.68,12,12,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,691,11.8,272.86,138,33,-4.9375,15,5,-1,1.875,18,45,22
2022,LomaVerde,71,416,692,11.8,338.68,17,29,5.0625,2,0,-11,1.875,18,45,22
2023,LomaVerde,71,416,692,11.8,272.86,158,11,-4.9375,15,5,-1,1.875,18,45,22
2023,LomaVerde,71,417,693,20,272.86,28,17,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,694,20,338.68,-10,-7,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,694,20,272.86,41,18,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,695,20,338.68,23,12,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,695,20,272.86,77,15,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,696,20,338.68,10,19,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,696,20,272.86,45,14,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,697,20,338.68,-1,-1,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,697,20,272.86,11,10,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,698,20,338.68,38,38,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,698,20,272.86,29,-24,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,699,20,338.68,6,-3,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,699,20,272.86,64,13,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,700,20,338.68,-12,-22,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,700,20,272.86,90,32,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,701,20,338.68,21,9,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,701,20,272.86,142,31,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,417,702,20,338.68,15,-4,3.625,5,-3,-21,2.6875,35,20,22
2023,LomaVerde,71,417,702,20,272.86,62,33,-4.1875,0,1,1,2.6875,35,20,22
2022,LomaVerde,71,418,703,18.4,338.68,29,1,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,703,18.4,272.86,95,39,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,704,18.4,338.68,11,-3,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,704,18.4,272.86,74,32,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,705,18.4,338.68,-5,-20,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,705,18.4,272.86,12,13,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,706,18.4,338.68,12,12,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,706,18.4,272.86,52,10,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,707,18.4,338.68,-9,-2,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,707,18.4,272.86,8,2,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,708,18.4,338.68,26,5,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,708,18.4,272.86,29,10,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,709,18.4,338.68,6,-12,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,709,18.4,272.86,45,26,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,710,18.4,338.68,24,-2,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,710,18.4,272.86,41,15,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,711,18.4,338.68,16,-4,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,711,18.4,272.86,117,72,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,71,418,712,18.4,338.68,17,2,7.6875,-10,2,-2,3.625,60,15,6
2023,LomaVerde,71,418,712,18.4,272.86,58,13,-8.9375,5,-7,-3,3.625,60,15,6
2022,LomaVerde,74,422,713,20.8,340.8,40,20,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,713,20.8,263.65,78,33,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,714,20.8,340.8,9,9,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,714,20.8,263.65,113,46,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,715,20.8,340.8,-1,-11,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,715,20.8,263.65,20,16,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,716,20.8,340.8,55,29,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,716,20.8,263.65,116,55,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,717,20.8,340.8,55,-13,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,717,20.8,263.65,92,67,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,718,20.8,340.8,66,43,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,718,20.8,263.65,121,60,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,719,20.8,340.8,72,-7,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,719,20.8,263.65,36,53,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,720,20.8,340.8,58,33,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,720,20.8,263.65,87,47,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,721,20.8,340.8,67,3,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,721,20.8,263.65,223,109,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,422,722,20.8,340.8,8,0,2.875,5,0,-9,3.1875,25,15,11
2023,LomaVerde,74,422,722,20.8,263.65,19,20,-1.9375,5,7,5,3.1875,25,15,11
2022,LomaVerde,74,424,723,21,340.8,27,16,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,723,21,263.65,136,46,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,724,21,340.8,14,6,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,724,21,263.65,134,75,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,725,21,340.8,11,3,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,725,21,263.65,87,36,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,726,21,340.8,0,2,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,726,21,263.65,42,21,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,727,21,340.8,15,-11,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,727,21,263.65,87,57,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,728,21,340.8,15,2,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,728,21,263.65,133,79,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,729,21,340.8,11,3,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,729,21,263.65,114,44,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,730,21,340.8,7,-5,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,730,21,263.65,-44,-2,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,731,21,340.8,90,19,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,731,21,263.65,79,56,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,424,732,21,340.8,28,7,1.4375,-7,-3,-13.5,1.0625,40,15,14
2023,LomaVerde,74,424,732,21,263.65,115,64,1.5625,17,18,4.5,1.0625,40,15,14
2022,LomaVerde,74,423,733,16.2,340.8,139,99,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,733,16.2,263.65,158,62,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,735,16.2,340.8,37,-6,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,735,16.2,263.65,127,44,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,736,16.2,340.8,45,67,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,736,16.2,263.65,105,-15,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,737,16.2,340.8,22,0,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,737,16.2,263.65,48,20,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,738,16.2,340.8,-6,0,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,738,16.2,263.65,77,46,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,739,16.2,340.8,30,-19,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,739,16.2,263.65,108,80,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,741,16.2,340.8,7,-33,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,741,16.2,263.65,112,40,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,74,423,742,16.2,340.8,39,-8,1.5625,0,0,-26,1.125,25,15,27
2023,LomaVerde,74,423,742,16.2,263.65,10,18,-1.375,10,15,3,1.125,25,15,27
2022,LomaVerde,73,419,743,15,340.5,57,40,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,743,15,272.1,66,21,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,744,15,340.5,34,8,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,744,15,272.1,66,34,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,745,15,340.5,58,54,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,745,15,272.1,77,-9,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,746,15,340.5,49,6,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,746,15,272.1,53,33,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,747,15,340.5,-37,-15,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,747,15,272.1,0,0,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,748,15,340.5,8,-20,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,748,15,272.1,60,35,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,749,15,340.5,-6,-4,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,749,15,272.1,25,13,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,750,15,340.5,39,20,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,750,15,272.1,62,32,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,751,15,340.5,19,-3,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,751,15,272.1,36,28,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,419,752,15,340.5,-118,-78,9.3125,10,-10,-3,2,25,20,5
2023,LomaVerde,73,419,752,15,272.1,214,88,-6.4375,-15,50,0,2,25,20,5
2022,LomaVerde,73,421,754,22,340.5,5,3,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,754,22,272.1,42,20,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,755,22,340.5,-33,-29,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,755,22,272.1,26,24,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,756,22,340.5,29,37,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,756,22,272.1,51,-13,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,757,22,340.5,-9,-3,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,757,22,272.1,3,1,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,758,22,340.5,-31,-19,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,758,22,272.1,-6,-4,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,759,22,340.5,-58,-65,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,759,22,272.1,20,11,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,760,22,340.5,30,18,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,760,22,272.1,112,25,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,421,761,22,340.5,-10,-21,10.3125,5,5,-15,1.375,15,35,22
2023,LomaVerde,73,421,761,22,272.1,46,37,-7.3125,15,-20,-7,1.375,15,35,22
2022,LomaVerde,73,420,763,17.6,340.5,16,84,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,763,17.6,272.1,147,-9,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,764,17.6,340.5,-40,-4,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,764,17.6,272.1,3,-1,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,765,17.6,340.5,-22,13,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,765,17.6,272.1,21,-8,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,766,17.6,340.5,-64,-39,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,766,17.6,272.1,-6,-7,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,767,17.6,340.5,44,18,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,767,17.6,272.1,47,10,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,768,17.6,340.5,-4,1,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,768,17.6,272.1,17,1,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,769,17.6,340.5,-51,-36,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,769,17.6,272.1,16,0,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,770,17.6,340.5,-51,-24,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,770,17.6,272.1,6,0,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,771,17.6,340.5,-7,-1,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,771,17.6,272.1,40,-6,-18.875,-10,2,-6,3.75,40,4,18
2022,LomaVerde,73,420,772,17.6,340.5,-13,-5,24.3125,5,4,-11,3.75,40,4,18
2023,LomaVerde,73,420,772,17.6,272.1,3,2,-18.875,-10,2,-6,3.75,40,4,18
2022,ApachePeak,79,425,773,26.2,266.05,40,18,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,773,26.2,237.77,120,86,-3.5625,-15,9,-4,4.3125,45,4,9
2023,ApachePeak,79,425,774,26.2,237.77,0,0,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,775,26.2,266.05,5,10,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,775,26.2,237.77,63,27,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,776,26.2,266.05,67,29,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,776,26.2,237.77,117,50,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,777,26.2,266.05,50,21,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,777,26.2,237.77,65,38,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,778,26.2,266.05,38,16,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,778,26.2,237.77,82,32,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,779,26.2,266.05,72,47,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,779,26.2,237.77,201,77,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,780,26.2,266.05,19,8,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,780,26.2,237.77,54,21,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,781,26.2,266.05,3,41,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,781,26.2,237.77,57,22,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,425,782,26.2,266.05,27,23,1.625,20,-1,-5,4.3125,45,4,9
2023,ApachePeak,79,425,782,26.2,237.77,124,54,-3.5625,-15,9,-4,4.3125,45,4,9
2022,ApachePeak,79,427,783,18.6,266.05,20,24,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,783,18.6,237.77,47,28,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,784,18.6,266.05,37,47,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,784,18.6,237.77,106,32,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,785,18.6,266.05,-91,-28,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,785,18.6,237.77,0,0,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,786,18.6,266.05,46,24,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,786,18.6,237.77,91,46,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,787,18.6,266.05,21,31,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,787,18.6,237.77,111,41,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,788,18.6,266.05,14,14,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,788,18.6,237.77,19,2,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,789,18.6,266.05,41,20,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,789,18.6,237.77,100,50,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,790,18.6,266.05,23,25,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,790,18.6,237.77,80,20,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,791,18.6,266.05,23,13,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,791,18.6,237.77,91,41,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,427,792,18.6,266.05,29,22,1.5625,10,-2,1.5,5.3125,40,10,0.5
2023,ApachePeak,79,427,792,18.6,237.77,55,24,-4.0625,-10,7,-2,5.3125,40,10,0.5
2022,ApachePeak,79,426,793,20,266.05,30,28,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,793,20,237.77,162,95,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,794,20,266.05,45,22,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,794,20,237.77,87,49,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,795,20,266.05,26,22,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,795,20,237.77,73,38,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,796,20,266.05,0,26,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,796,20,237.77,63,24,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,797,20,266.05,63,40,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,797,20,237.77,158,34,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,798,20,266.05,35,9,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,798,20,237.77,49,26,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,799,20,266.05,70,50,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,799,20,237.77,124,52,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,800,20,266.05,10,9,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,800,20,237.77,23,8,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,801,20,266.05,-2,0,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,801,20,237.77,0,0,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,79,426,802,20,266.05,22,19,1.625,30,3,-4,3.625,50,7,5
2023,ApachePeak,79,426,802,20,237.77,-51,-23,-2.75,-35,25,-1,3.625,50,7,5
2022,ApachePeak,85,441,803,17,265.12,-39,-11,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,803,17,239.64,0,0,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,804,17,265.12,80,107,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,804,17,239.64,152,-3,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,805,17,265.12,56,52,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,805,17,239.64,44,-9,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,806,17,265.12,34,65,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,806,17,239.64,156,18,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,807,17,265.12,-2,19,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,807,17,239.64,57,6,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,808,17,265.12,37,69,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,808,17,239.64,58,-24,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,809,17,265.12,-6,27,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,809,17,239.64,211,77,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,810,17,265.12,9,41,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,810,17,239.64,109,-1,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,811,17,265.12,4,6,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,811,17,239.64,14,4,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,441,812,17,265.12,2,22,1,25,-7,3,3.5,65,10,2
2023,ApachePeak,85,441,812,17,239.64,38,3,-2.3125,-20,15,-5,3.5,65,10,2
2022,ApachePeak,85,440,813,20,265.35,11,12,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,813,20,239.64,36,8,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,814,20,265.35,24,33,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,814,20,239.64,99,19,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,815,20,265.35,-10,-2,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,815,20,239.64,0,0,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,816,20,265.35,14,8,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,816,20,239.64,40,16,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,817,20,265.35,9,16,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,817,20,239.64,35,1,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,818,20,265.35,-6,23,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,818,20,239.64,93,30,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,819,20,265.35,-8,1,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,819,20,239.64,3,1,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,820,20,265.35,-1,4,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,820,20,239.64,88,34,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,821,20,265.35,7,18,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,821,20,239.64,34,-1,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,440,822,20,265.35,-6,0,-1.6875,30,-6,3,6.0625,25,10,3
2023,ApachePeak,85,440,822,20,239.64,0,0,-0.875,5,6,-1,6.0625,25,10,3
2022,ApachePeak,85,439,823,20.6,265.35,-10,50,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,823,20.6,239.64,182,35,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,824,20.6,265.35,-25,43,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,824,20.6,239.64,109,5,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,825,20.6,265.35,-31,-8,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,825,20.6,239.64,74,30,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,826,20.6,265.35,1,43,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,826,20.6,239.64,69,4,-0.125,-35,10,-1,4.4375,70,13,0
